"OriginalTaxonNo" "ResolvedTaxonNo" "TaxonName" "TaxonRank" "ParentTaxonNo" "TaxonValidity" "AcceptedNumber" "AcceptedName"
"2813" NA "txn:186653" "Terebratula himalayana" "3" NA NA NA NA
"2814" NA "txn:187017" "Chitonellus" "5" NA NA NA NA
"2815" NA "txn:187021" "Diadeloplax antiquus" "3" NA NA NA NA
"2816" NA "txn:187408" "Calliostoma adelae" "3" NA NA NA NA
"2817" NA "txn:187435" "Lithopoma brevispina" "3" NA NA NA NA
"2818" NA "txn:187451" "Modulus basilea" "3" NA NA NA NA
"2819" NA "txn:187537" "Cupulospongia" "5" NA NA NA NA
"2820" NA "txn:187695" "Polinices intemerata" "3" NA NA NA NA
"2821" NA "txn:187842" "Linatella caudatum" "3" NA NA NA NA
"2822" NA "txn:187864" "Turritriton domingense" "3" NA NA NA NA
"2823" NA "txn:187866" "Strombus labiosus" "3" NA NA NA NA
"2824" NA "txn:187885" "Scalina brunneopictum" "3" NA NA NA NA
"2825" NA "txn:188067" "Achilleum" "5" NA NA NA NA
"2826" NA "txn:188192" "Torquesia colombiana" "3" NA NA NA NA
"2827" NA "txn:188278" "Reisia sogdgianus" "3" NA NA NA NA
"2828" NA "txn:188680" "Conus (Pyruconus) molis" "3" NA NA NA NA
"2829" NA "txn:188757" "Cleiothyridina expansa" "3" NA NA NA NA
"2830" NA "txn:188766" "Permodonata" "13" NA NA NA NA
"2831" NA "txn:188813" "Ocnobates" "5" NA NA NA NA
"2832" NA "txn:189037" "Permopanorpa inequalis" "3" NA NA NA NA
"2833" NA "txn:189178" "Persististrombus depetitus" "3" NA NA NA NA
"2834" NA "txn:189208" "Stellaxis solaris" "3" NA NA NA NA
"2835" NA "txn:189544" "Hemicrypturus" "5" NA NA NA NA
"2836" NA "txn:189592" "Dacrydium pygmaeum" "3" NA NA NA NA
"2837" NA "txn:189605" "Callucina (Callucina) thierensii" "3" NA NA NA NA
"2838" NA "txn:189661" "Lentidium nitida" "3" NA NA NA NA
"2839" NA "txn:189693" "Northia gossardii" "3" NA NA NA NA
"2840" NA "txn:189724" "Cylichna (Mnestia) turgidulus" "3" NA NA NA NA
"2841" NA "txn:189868" "Ceraurinella pompilius" "3" NA NA NA NA
"2842" NA "txn:190033" "Modiolula phaseolinum" "3" NA NA NA NA
"2843" NA "txn:190172" "Ademosyne wianamatiensis" "3" NA NA NA NA
"2844" NA "txn:190234" "Gemmula (Gemmula) bhagothorensis" "3" NA NA NA NA
"2845" NA "txn:190235" "Gemmula bonneti" "3" NA NA NA NA
"2846" NA "txn:190236" "Gemmula bhagothorensis" "3" NA NA NA NA
"2847" NA "txn:190321" "Promurex" "5" NA NA NA NA
"2848" NA "txn:190322" "Promurex antelmei" "3" NA NA NA NA
"2849" NA "txn:190585" "Liberella" "5" NA NA NA NA
"2850" NA "txn:190615" "Neoedriosteges" "5" NA NA NA NA
"2851" NA "txn:190618" "Spinosteges" "5" NA NA NA NA
"2852" NA "txn:190642" "Tongluella" "5" NA NA NA NA
"2853" NA "txn:190655" "Semigublerina" "5" NA NA NA NA
"2854" NA "txn:190674" "Camarophorinella enneaplicata" "3" NA NA NA NA
"2855" NA "txn:190675" "Camarophorinella octoplicata" "3" NA NA NA NA
"2856" NA "txn:190770" "Thecoachampsoides minor" "3" NA NA NA NA
"2857" NA "txn:190787" "Creoleon" "5" NA NA NA NA
"2858" NA "txn:190903" "Punctoproductus" "5" NA NA NA NA
"2859" NA "txn:190906" "Obliqunsteges" "5" NA NA NA NA
"2860" NA "txn:190908" "Tenerella" "5" NA NA NA NA
"2861" NA "txn:190910" "Paritisteges" "5" NA NA NA NA
"2862" NA "txn:190919" "Sicyusella" "5" NA NA NA NA
"2863" NA "txn:190923" "Genuspirifer" "5" NA NA NA NA
"2864" NA "txn:191575" "Cypselidae" "9" NA NA NA NA
"2865" NA "txn:191892" "Mamillopora encrusta" "3" NA NA NA NA
"2866" NA "txn:192189" "Mylacridae" "25" NA NA NA NA
"2867" NA "txn:192190" "Dipeltis" "5" NA NA NA NA
"2868" NA "txn:192241" "Eoplatanus" "5" NA NA NA NA
"2869" NA "txn:192248" "Friisicarpus" "5" NA NA NA NA
"2870" NA "txn:192281" "Daubichites brevicostatum" "3" NA NA NA NA
"2871" NA "txn:192484" "Zulmasuchus querejazus" "3" NA NA NA NA
"2872" NA "txn:192725" "Paralegoceras incertus" "3" NA NA NA NA
"2873" NA "txn:192821" "Tshorkuphlebiidae" "8" NA NA NA NA
"2874" NA "txn:192961" "Eoserpeton" "5" NA NA NA NA
"2875" NA "txn:193148" "Tipulimorpha" "11" NA NA NA NA
"2876" NA "txn:193485" "Alveolina prisca" "3" NA NA NA NA
"2877" NA "txn:193490" "Rugosofusilina" "5" NA NA NA NA
"2878" NA "txn:193491" "Rugosofusilina prisca" "3" NA NA NA NA
"2879" NA "txn:193493" "Pseudofusulina cumbani" "3" NA NA NA NA
"2880" NA "txn:193647" "Murchisonia angulata" "3" NA NA NA NA
"2881" NA "txn:193835" "Tryxalis" "5" NA NA NA NA
"2882" NA "txn:194045" "Murchisonia (Murchisonia) gouldi" "3" NA NA NA NA
"2883" NA "txn:194059" "Scyllina" "5" NA NA NA NA
"2884" NA "txn:194398" "Crowsoniella" "5" NA NA NA NA
"2885" NA "txn:194919" "Bellerophon laticarinata" "3" NA NA NA NA
"2886" NA "txn:195245" "Cephalocoelia" "5" NA NA NA NA
"2887" NA "txn:195284" "Cnemidium" "5" NA NA NA NA
"2888" NA "txn:195396" "Miocoengenia" "5" NA NA NA NA
"2889" NA "txn:195758" "Maturipupa" "5" NA NA NA NA
"2890" NA "txn:195824" "Turritella obsoletum" "3" NA NA NA NA
"2891" NA "txn:195842" "Cyclonema coralli" "3" NA NA NA NA
"2892" NA "txn:195941" "Mourlonia capillaria" "3" NA NA NA NA
"2893" NA "txn:196155" "Bellerophon chautauquae" "3" NA NA NA NA
"2894" NA "txn:196242" "Pachymerus" "5" NA NA NA NA
"2895" NA "txn:196559" "Straparollus (Euomphalus) marginatiformes" "3" NA NA NA NA
"2896" NA "txn:196631" "Mourlonia (Pseudobaylea) poperimensis" "3" NA NA NA NA
"2897" NA "txn:196660" "Stegocoelia (Stegocoelia) bonini" "3" NA NA NA NA
"2898" NA "txn:196713" "Pseudozygopleura (Pyrgozyga) nigra" "3" NA NA NA NA
"2899" NA "txn:196796" "Austrofusus (Austrofusus) affiliata" "3" NA NA NA NA
"2900" NA "txn:196834" "Bellerophon duchastelli" "3" NA NA NA NA
"2901" NA "txn:196835" "Tropidocyclus duchastelli" "3" NA NA NA NA
"2902" NA "txn:196836" "Sinuitina duchastelli" "3" NA NA NA NA
"2903" NA "txn:196929" "Naticodon" "5" NA NA NA NA
"2904" NA "txn:197003" "Jeholacerta" "5" NA NA NA NA
"2905" NA "txn:197019" "Boreoteiioidea" "26" NA NA NA NA
"2906" NA "txn:197127" "Assilicus" "5" NA NA NA NA
"2907" NA "txn:197133" "Elcana tesselatum" "3" NA NA NA NA
"2908" NA "txn:197157" "Oriostoma cannigense" "3" NA NA NA NA
"2909" NA "txn:197158" "Malayaspira cannigense" "3" NA NA NA NA
"2910" NA "txn:197240" "Pseudamusium guppyi" "3" NA NA NA NA
"2911" NA "txn:197256" "Straparollus weneedadeletefeature" "3" NA NA NA NA
"2912" NA "txn:197397" "Hormotomina tricarinata" "3" NA NA NA NA
"2913" NA "txn:197423" "Dictyotomaria swallovana" "3" NA NA NA NA
"2914" NA "txn:197457" "Cyranus" "5" NA NA NA NA
"2915" NA "txn:197540" "Bucanella (Bucanella) obtusangulata" "3" NA NA NA NA
"2916" NA "txn:197567" "Etheripecten alata" "3" NA NA NA NA
"2917" NA "txn:197664" "Archithemidae" "8" NA NA NA NA
"2918" NA "txn:197691" "Kuyangichthyidae" "9" NA NA NA NA
"2919" NA "txn:197718" "Rhachicephalodon" "5" NA NA NA NA
"2920" NA "txn:197825" "Longipterygithidae" "9" NA NA NA NA
"2921" NA "txn:197834" "Jibeiniaithidae" "9" NA NA NA NA
"2922" NA "txn:197855" "Kistecephalus" "5" NA NA NA NA
"2923" NA "txn:197900" "Dermatopteroidea" "14" NA NA NA NA
"2924" NA "txn:197931" "Extendilabrum strictomarginis" "3" NA NA NA NA
"2925" NA "txn:197956" "Amuremys planicostatus" "3" NA NA NA NA
"2926" NA "txn:198128" "Glabrocingulum minimum" "3" NA NA NA NA
"2927" NA "txn:198178" "Myalina (Selenimyalina)" "4" NA NA NA NA
"2928" NA "txn:198180" "Myalina (Selenimyalina) meliniformis" "3" NA NA NA NA
"2929" NA "txn:198391" "Trigonirhynchia attilina" "3" NA NA NA NA
"2930" NA "txn:198646" "Solenopleuroidea" "10" NA NA NA NA
"2931" NA "txn:198660" "Hydropteridiaceae" "9" NA NA NA NA
"2932" NA "txn:198716" "Ingelarella atlanichus" "3" NA NA NA NA
"2933" NA "txn:198859" "Ceratites clarkei" "3" NA NA NA NA
"2934" NA "txn:198925" "Euphemites regularis" "3" NA NA NA NA
"2935" NA "txn:198958" "Pararaphistoma (Pararaphistoma) bipatellere" "3" NA NA NA NA
"2936" NA "txn:199056" "Oriostoma helicina" "3" NA NA NA NA
"2937" NA "txn:199063" "Bucanopsis hibernicus" "3" NA NA NA NA
"2938" NA "txn:199078" "Sipunculoida" "20" NA NA NA NA
"2939" NA "txn:199178" "Paronadella" "5" NA NA NA NA
"2940" NA "txn:199310" "Orthonema dozierense" "3" NA NA NA NA
"2941" NA "txn:199335" "Cistophyllum" "5" NA NA NA NA
"2942" NA "txn:199370" "Liopteria" "5" NA NA NA NA
"2943" NA "txn:199431" "Bernhardites" "5" NA NA NA NA
"2944" NA "txn:199458" "Gyrodoma asiatica" "3" NA NA NA NA
"2945" NA "txn:199460" "Barroisocaulus ecclesiae" "3" NA NA NA NA
"2946" NA "txn:199471" "Cibecuia gouldi" "3" NA NA NA NA
"2947" NA "txn:199476" "Tropidodiscus delanoni" "3" NA NA NA NA
"2948" NA "txn:199522" "Alburnops" "5" NA NA NA NA
"2949" NA "txn:199598" "Pleurotomaria interstialis" "3" NA NA NA NA
"2950" NA "txn:199599" "Glabrocingulum interstialis" "3" NA NA NA NA
"2951" NA "txn:199677" "Arcticopora reeubariensis" "3" NA NA NA NA
"2952" NA "txn:199770" "Matteiceras" "5" NA NA NA NA
"2953" NA "txn:199791" "Scriabregma" "5" NA NA NA NA
"2954" NA "txn:199865" "Praelioceras" "5" NA NA NA NA
"2955" NA "txn:199997" "Alternifenestella (Cervella) cervoides" "3" NA NA NA NA
"2956" NA "txn:200185" "Oenatoscyllium" "5" NA NA NA NA
"2957" NA "txn:200628" "Camponotites oeningensis" "3" NA NA NA NA
"2958" NA "txn:200784" "Cleiothyris" "5" NA NA NA NA
"2959" NA "txn:200803" "Phillipsia ouralica" "3" NA NA NA NA
"2960" NA "txn:200952" "Littorina purpura suboricularis" "2" NA NA NA NA
"2961" NA "txn:200953" "Plagiothyra suboricularis" "3" NA NA NA NA
"2962" NA "txn:201465" "Paramecephalus defossa" "3" NA NA NA NA
"2963" NA "txn:201494" "Tempgenus" "5" NA NA NA NA
"2964" NA "txn:201640" "Empleurus" "5" NA NA NA NA
"2965" NA "txn:201692" "Cephalcia" "5" NA NA NA NA
"2966" NA "txn:201694" "Hypergonia yunnanensis" "3" NA NA NA NA
"2967" NA "txn:201698" "Neurotoma" "5" NA NA NA NA
"2968" NA "txn:201759" "Probowmania nankingensis" "3" NA NA NA NA
"2969" NA "txn:201984" "Eobucania calcifer" "3" NA NA NA NA
"2970" NA "txn:202024" "Phialina" "5" NA NA NA NA
"2971" NA "txn:202148" "Oxadasaurus" "5" NA NA NA NA
"2972" NA "txn:202335" "Siricina" "12" NA NA NA NA
"2973" NA "txn:202365" "Mesoblattula sincera" "3" NA NA NA NA
"2974" NA "txn:202401" "Osmyloidea" "5" NA NA NA NA
"2975" NA "txn:202692" "Namnolepis" "5" NA NA NA NA
"2976" NA "txn:202864" "Compressoproductus dzulfensis" "3" NA NA NA NA
"2977" NA "txn:202949" "Nucras" "5" NA NA NA NA
"2978" NA "txn:202953" "Acontinae" "8" NA NA NA NA
"2979" NA "txn:203195" "Delthyris undulatus" "3" NA NA NA NA
"2980" NA "txn:203356" "Dictyoproductus" "5" NA NA NA NA
"2981" NA "txn:203544" "Niasiaeschna" "5" NA NA NA NA
"2982" NA "txn:203992" "Lagarocrinus" "5" NA NA NA NA
"2983" NA "txn:204401" "Elcana sibirica" "3" NA NA NA NA
"2984" NA "txn:204601" "Endeiolepis" "5" NA NA NA NA
"2985" NA "txn:204990" "Productus kayseri" "3" NA NA NA NA
"2986" NA "txn:205071" "Codonites" "5" NA NA NA NA
"2987" NA "txn:205139" "Gissarosaurus" "5" NA NA NA NA
"2988" NA "txn:205329" "Similodontidae" "9" NA NA NA NA
"2989" NA "txn:205503" "Multispinula" "5" NA NA NA NA
"2990" NA "txn:206181" "Micraonyx" "5" NA NA NA NA
"2991" NA "txn:206216" "Mangusta" "5" NA NA NA NA
"2992" NA "txn:206306" "Palechinus" "5" NA NA NA NA
"2993" NA "txn:206312" "Waagenophyllum compactum" "3" NA NA NA NA
"2994" NA "txn:206320" "Keslingella" "5" NA NA NA NA
"2995" NA "txn:206493" "Waagenophyllum irregulare" "3" NA NA NA NA
"2996" NA "txn:206520" "Anomaloides" "5" NA NA NA NA
"2997" NA "txn:206806" "Datiania" "5" NA NA NA NA
"2998" NA "txn:207080" "Scolytidae" "8" NA NA NA NA
"2999" NA "txn:207610" "Amphitylus" "5" NA NA NA NA
"3000" NA "txn:207613" "Leptocladus" "5" NA NA NA NA
"3001" NA "txn:207849" "Conocephalidaemecdup" "9" NA NA NA NA
"3002" NA "txn:207908" "Platydiscoceras" "5" NA NA NA NA
"3003" NA "txn:208202" "Hygrotrechus" "5" NA NA NA NA
"3004" NA "txn:208210" "Eleutheroorinus" "5" NA NA NA NA
"3005" NA "txn:208235" "Anthinocrinidae" "9" NA NA NA NA
"3006" NA "txn:208312" "Pentagonomischidae" "9" NA NA NA NA
"3007" NA "txn:208353" "Epithele meunieri" "3" NA NA NA NA
"3008" NA "txn:208441" "Stenodictya fayali" "3" NA NA NA NA
"3009" NA "txn:208525" "Corralia" "5" NA NA NA NA
"3010" NA "txn:208627" "Spaniolepis" "5" NA NA NA NA
"3011" NA "txn:208767" "Coccolithacea" "9" NA NA NA NA
"3012" NA "txn:208965" "Walkeripollis" "5" NA NA NA NA
"3013" NA "txn:208968" "Pentapsis" "5" NA NA NA NA
"3014" NA "txn:208980" "Selenopemphix" "5" NA NA NA NA
"3015" NA "txn:209106" "Trouessartia" "5" NA NA NA NA
"3016" NA "txn:209224" "Bathyurellus affinis" "3" NA NA NA NA
"3017" NA "txn:209410" "Thrissonotus" "5" NA NA NA NA
"3018" NA "txn:209423" "Amblysemius" "5" NA NA NA NA
"3019" NA "txn:209424" "Acanthoderma" "5" NA NA NA NA
"3020" NA "txn:209426" "Acanthopsis" "5" NA NA NA NA
"3021" NA "txn:209427" "Acanus" "5" NA NA NA NA
"3022" NA "txn:209431" "Bothrosteus" "5" NA NA NA NA
"3023" NA "txn:209437" "Cladacanthus" "5" NA NA NA NA
"3024" NA "txn:209439" "Coelocephalus" "5" NA NA NA NA
"3025" NA "txn:209440" "Coelopoma" "5" NA NA NA NA
"3026" NA "txn:209441" "Cricacanthus" "5" NA NA NA NA
"3027" NA "txn:209444" "Ctenolepis" "5" NA NA NA NA
"3028" NA "txn:209445" "Ctenolepidotl" "5" NA NA NA NA
"3029" NA "txn:209450" "Eurynothus" "5" NA NA NA NA
"3030" NA "txn:209451" "Gasteracanthus" "5" NA NA NA NA
"3031" NA "txn:209454" "Glyptosteus" "5" NA NA NA NA
"3032" NA "txn:209455" "Goniognathus" "5" NA NA NA NA
"3033" NA "txn:209456" "Graptolepis" "5" NA NA NA NA
"3034" NA "txn:209457" "Gyropristis" "5" NA NA NA NA
"3035" NA "txn:209458" "Hemirhynchus" "5" NA NA NA NA
"3036" NA "txn:209459" "Hoplopygus" "5" NA NA NA NA
"3037" NA "txn:209460" "Hypsodon" "5" NA NA NA NA
"3038" NA "txn:209461" "Ianassa" "5" NA NA NA NA
"3039" NA "txn:209463" "Lamnodus" "5" NA NA NA NA
"3040" NA "txn:209465" "Leiosphen" "5" NA NA NA NA
"3041" NA "txn:209468" "Leptacanthus" "5" NA NA NA NA
"3042" NA "txn:209469" "Macrostoma" "5" NA NA NA NA
"3043" NA "txn:209472" "Microps" "5" NA NA NA NA
"3044" NA "txn:209473" "Microspondylus" "5" NA NA NA NA
"3045" NA "txn:209476" "Orognathus" "5" NA NA NA NA
"3046" NA "txn:209478" "Periodus" "5" NA NA NA NA
"3047" NA "txn:209481" "Plectrolepis" "5" NA NA NA NA
"3048" NA "txn:209482" "Pleionemus" "5" NA NA NA NA
"3049" NA "txn:209483" "Pleiopterus" "5" NA NA NA NA
"3050" NA "txn:209486" "Podocys" "5" NA NA NA NA
"3051" NA "txn:209487" "Pododus" "5" NA NA NA NA
"3052" NA "txn:209488" "Pristacanthus" "5" NA NA NA NA
"3053" NA "txn:209499" "Thycllina" "5" NA NA NA NA
"3054" NA "txn:209501" "Uropteryx" "5" NA NA NA NA
"3055" NA "txn:209503" "Gibberula zonata" "3" NA NA NA NA
"3056" NA "txn:209822" "Sinorbitremites" "5" NA NA NA NA
"3057" NA "txn:209953" "Chlamys distortus" "3" NA NA NA NA
"3058" NA "txn:210040" "Manzonia crassus" "3" NA NA NA NA
"3059" NA "txn:210047" "Manzonia costatus" "3" NA NA NA NA
"3060" NA "txn:210052" "Gibbula cineroides" "3" NA NA NA NA
"3061" NA "txn:210140" "Hengshanites hunanicus" "3" NA NA NA NA
"3062" NA "txn:210673" "Pleuronecti" "12" NA NA NA NA
"3063" NA "txn:210674" "Chaetodontes" "9" NA NA NA NA
"3064" NA "txn:210680" "Teuthyei" "12" NA NA NA NA
"3065" NA "txn:210685" "Mugiles" "9" NA NA NA NA
"3066" NA "txn:210716" "Bolina" "5" NA NA NA NA
"3067" NA "txn:210778" "Holacanthus" "5" NA NA NA NA
"3068" NA "txn:210792" "Amphistyle" "5" NA NA NA NA
"3069" NA "txn:210796" "Aulostomes" "9" NA NA NA NA
"3070" NA "txn:210827" "Pachymerini" "8" NA NA NA NA
"3071" NA "txn:211046" "Odontotarsus" "5" NA NA NA NA
"3072" NA "txn:211279" "Benhesicymidae" "9" NA NA NA NA
"3073" NA "txn:211475" "Dolichoderus baltica" "3" NA NA NA NA
"3074" NA "txn:212154" "Scolioneura" "5" NA NA NA NA
"3075" NA "txn:212171" "Lisconeura" "5" NA NA NA NA
"3076" NA "txn:212317" "Hyperoblastinae" "8" NA NA NA NA
"3077" NA "txn:212591" "Eumycetozoa" "25" NA NA NA NA
"3078" NA "txn:212891" "Eubimoniella" "5" NA NA NA NA
"3079" NA "txn:212979" "Pyrameis" "5" NA NA NA NA
"3080" NA "txn:213416" "Liburnia" "5" NA NA NA NA
"3081" NA "txn:213620" "Galatheacaridoidae" "9" NA NA NA NA
"3082" NA "txn:213621" "Galathecaridoidae" "10" NA NA NA NA
"3083" NA "txn:213627" "Pteropleura" "5" NA NA NA NA
"3084" NA "txn:213629" "Euphlebaris" "5" NA NA NA NA
"3085" NA "txn:213984" "Lipodonta" "16" NA NA NA NA
"3086" NA "txn:213985" "Cusafontia" "5" NA NA NA NA
"3087" NA "txn:214102" "Diplanthera" "5" NA NA NA NA
"3088" NA "txn:214124" "Thalassotaenia" "5" NA NA NA NA
"3089" NA "txn:214282" "Eccoptothoracinae" "8" NA NA NA NA
"3090" NA "txn:214307" "Eccoptathrinae" "8" NA NA NA NA
"3091" NA "txn:214370" "Sagenoptera formosus" "3" NA NA NA NA
"3092" NA "txn:214377" "Zholsuchus" "5" NA NA NA NA
"3093" NA "txn:214432" "Emuhablastus" "5" NA NA NA NA
"3094" NA "txn:214434" "Tripoblastus" "5" NA NA NA NA
"3095" NA "txn:214437" "Hyperoblastoidae" "9" NA NA NA NA
"3096" NA "txn:214438" "Breimeriblastus" "5" NA NA NA NA
"3097" NA "txn:214441" "Conoblastus" "5" NA NA NA NA
"3098" NA "txn:214453" "Palingenia" "5" NA NA NA NA
"3099" NA "txn:214556" "Pseudopalingenia feistmantelia" "3" NA NA NA NA
"3100" NA "txn:214639" "Pectinella" "5" NA NA NA NA
"3101" NA "txn:214766" "Dieconeurites rigida" "3" NA NA NA NA
"3102" NA "txn:214843" "Geraroides maxima" "3" NA NA NA NA
"3103" NA "txn:214869" "Rhyncopygus" "5" NA NA NA NA
"3104" NA "txn:215435" "Jabaloya" "5" NA NA NA NA
"3105" NA "txn:215521" "Ceratopogon sinuosa" "3" NA NA NA NA
"3106" NA "txn:215670" "Montsecanomalus (Montsecanomalus) zherichini" "3" NA NA NA NA
"3107" NA "txn:215727" "Eccoptarthrindae" "9" NA NA NA NA
"3108" NA "txn:215832" "Nucleocrinidae" "9" NA NA NA NA
"3109" NA "txn:215840" "Astrocrinidae" "9" NA NA NA NA
"3110" NA "txn:215841" "Diploblastidae" "9" NA NA NA NA
"3111" NA "txn:215992" "Eryma australe" "3" NA NA NA NA
"3112" NA "txn:216680" "Plesioperleidus dayensis" "3" NA NA NA NA
"3113" NA "txn:216750" "Estesius" "5" NA NA NA NA
"3114" NA "txn:216752" "Hydrosaurus" "5" NA NA NA NA
"3115" NA "txn:216971" "Monoschizoblastus" "5" NA NA NA NA
"3116" NA "txn:216990" "Orbitremitidae" "9" NA NA NA NA
"3117" NA "txn:217147" "Carvercharips" "5" NA NA NA NA
"3118" NA "txn:217225" "Scaphiocrinus" "5" NA NA NA NA
"3119" NA "txn:217233" "Sostronocrinidae" "9" NA NA NA NA
"3120" NA "txn:217235" "Mariocrinus" "5" NA NA NA NA
"3121" NA "txn:217351" "Myxini" "13" NA NA NA NA
"3122" NA "txn:217542" "Forficularia" "5" NA NA NA NA
"3123" NA "txn:217696" "Hypotrigona" "5" NA NA NA NA
"3124" NA "txn:217702" "Cyllo" "5" NA NA NA NA
"3125" NA "txn:217741" "Leptophyllia dubrovitzensis" "3" NA NA NA NA
"3126" NA "txn:217863" "Chaumastochelidae" "9" NA NA NA NA
"3127" NA "txn:217947" "Procambarus" "5" NA NA NA NA
"3128" NA "txn:218520" "Amblycorypha" "5" NA NA NA NA
"3129" NA "txn:218731" "Potamanthus" "5" NA NA NA NA
"3130" NA "txn:218843" "Strigulla cuculiophoris" "3" NA NA NA NA
"3131" NA "txn:218916" "Julieticrinus" "5" NA NA NA NA
"3132" NA "txn:218918" "Novogonatodus" "5" NA NA NA NA
"3133" NA "txn:218934" "Amadeusicrinus" "5" NA NA NA NA
"3134" NA "txn:218937" "Grabauicrinus" "5" NA NA NA NA
"3135" NA "txn:219043" "Paleonisciformes" "13" NA NA NA NA
"3136" NA "txn:219788" "Pylojacquesidae" "9" NA NA NA NA
"3137" NA "txn:219917" "Perunopterum lumbiformis" "3" NA NA NA NA
"3138" NA "txn:220110" "Exocrinidae" "9" NA NA NA NA
"3139" NA "txn:220112" "Sagenocrinitacea" "10" NA NA NA NA
"3140" NA "txn:220120" "Orophocrinidae" "9" NA NA NA NA
"3141" NA "txn:220435" "Pachytroctidae" "8" NA NA NA NA
"3142" NA "txn:220438" "Atropos" "5" NA NA NA NA
"3143" NA "txn:220479" "Fluviatiles" "13" NA NA NA NA
"3144" NA "txn:220484" "Corallinites" "5" NA NA NA NA
"3145" NA "txn:221048" "Torynommoidea" "10" NA NA NA NA
"3146" NA "txn:221160" "Nymphaeoblastidae" "9" NA NA NA NA
"3147" NA "txn:221217" "Permepallagidea" "10" NA NA NA NA
"3148" NA "txn:221238" "Etyoida" "7" NA NA NA NA
"3149" NA "txn:221644" "Pteroblastus" "5" NA NA NA NA
"3150" NA "txn:222066" "Emuorphocrininae" "8" NA NA NA NA
"3151" NA "txn:222069" "Hypoderma" "5" NA NA NA NA
"3152" NA "txn:222151" "Mollocrinacea" "9" NA NA NA NA
"3153" NA "txn:222161" "Crepuraea sherichini" "3" NA NA NA NA
"3154" NA "txn:222232" "Eocorystes" "5" NA NA NA NA
"3155" NA "txn:222420" "Archaeotinodes priscus" "3" NA NA NA NA
"3156" NA "txn:222472" "Hydronautia" "5" NA NA NA NA
"3157" NA "txn:222484" "Trichostomum" "5" NA NA NA NA
"3158" NA "txn:222492" "Mormonia" "5" NA NA NA NA
"3159" NA "txn:222495" "Sericostomum" "5" NA NA NA NA
"3160" NA "txn:222619" "Napomyza" "5" NA NA NA NA
"3161" NA "txn:222980" "Calaphis" "5" NA NA NA NA
"3162" NA "txn:223188" "Phyllotymolinidae" "9" NA NA NA NA
"3163" NA "txn:223608" "Maja hungarica" "3" NA NA NA NA
"3164" NA "txn:223672" "Planoterginae" "8" NA NA NA NA
"3165" NA "txn:223775" "Prionastrea" "5" NA NA NA NA
"3166" NA "txn:223806" "Asamiella japnoica" "3" NA NA NA NA
"3167" NA "txn:224308" "Podocatactes ujiharai" "3" NA NA NA NA
"3168" NA "txn:224784" "Elaphroblatta ensifer" "3" NA NA NA NA
"3169" NA "txn:224905" "Necronectinae drydeni" "3" NA NA NA NA
"3170" NA "txn:225084" "Trichodactylinae" "8" NA NA NA NA
"3171" NA "txn:225136" "Agostella" "5" NA NA NA NA
"3172" NA "txn:225205" "Dentoxanthinae" "8" NA NA NA NA
"3173" NA "txn:225219" "Calmaniinae" "8" NA NA NA NA
"3174" NA "txn:225306" "Xenophthalmodinae" "8" NA NA NA NA
"3175" NA "txn:225492" "Antrocarcininae" "8" NA NA NA NA
"3176" NA "txn:225683" "Struthionoidae" "9" NA NA NA NA
"3177" NA "txn:225693" "Pteropodidae" "9" NA NA NA NA
"3178" NA "txn:225697" "Pentedactylidae" "9" NA NA NA NA
"3179" NA "txn:225698" "Tetradactylidae" "9" NA NA NA NA
"3180" NA "txn:225699" "Tridactylidaee" "9" NA NA NA NA
"3181" NA "txn:225704" "Xanthosia danielae" "3" NA NA NA NA
"3182" NA "txn:225709" "Xanthosia robertsi" "3" NA NA NA NA
"3183" NA "txn:225711" "Xanthosia socialis" "3" NA NA NA NA
"3184" NA "txn:225754" "Grammichnus" "5" NA NA NA NA
"3185" NA "txn:225758" "Ampelichnus" "5" NA NA NA NA
"3186" NA "txn:225978" "Heteroziinae" "8" NA NA NA NA
"3187" NA "txn:226025" "Pseudothelphusinae" "8" NA NA NA NA
"3188" NA "txn:226029" "Cryptochiridae" "9" NA NA NA NA
"3189" NA "txn:226363" "Ctenoplectrellini" "6" NA NA NA NA
"3190" NA "txn:226955" "Pituriaspida" "13" NA NA NA NA
"3191" NA "txn:227139" "Lekanichthys" "5" NA NA NA NA
"3192" NA "txn:227151" "Protochaeta lanceolatus" "3" NA NA NA NA
"3193" NA "txn:227248" "Eumeninae" "9" NA NA NA NA
"3194" NA "txn:227556" "Sibithone prodromus" "3" NA NA NA NA
"3195" NA "txn:227775" "Neorthophlebiinae" "9" NA NA NA NA
"3196" NA "txn:227924" "Eosciaritis eurypteris" "3" NA NA NA NA
"3197" NA "txn:228835" "Streptorhynchus purdoni" "3" NA NA NA NA
"3198" NA "txn:228904" "Dictyoneura higginsi" "3" NA NA NA NA
"3199" NA "txn:228916" "Aroideae" "9" NA NA NA NA
"3200" NA "txn:228924" "Pontederia" "5" NA NA NA NA
"3201" NA "txn:229129" "Echinomyia" "5" NA NA NA NA
"3202" NA "txn:230171" "Araiocaenia" "5" NA NA NA NA
"3203" NA "txn:230604" "Cyclocelis maculata" "3" NA NA NA NA
"3204" NA "txn:230936" "Parablackwelderia laterilobatus" "3" NA NA NA NA
"3205" NA "txn:230972" "Tschernyschewia parilis" "3" NA NA NA NA
"3206" NA "txn:231320" "Camaratoscena" "5" NA NA NA NA
