"OriginalTaxonNo" "ResolvedTaxonNo" "TaxonName" "TaxonRank" "ParentTaxonNo" "TaxonValidity" "AcceptedNumber" "AcceptedName"
"953" NA "txn:73776" "Gosseletina virgulata" "3" NA NA NA NA
"954" NA "txn:73786" "Gyronema filosum" "3" NA NA NA NA
"955" NA "txn:73790" "Gyronema minuitinodosa" "3" NA NA NA NA
"956" NA "txn:73831" "Helicotoma laminosus" "3" NA NA NA NA
"957" NA "txn:73919" "Holopea limatum" "3" NA NA NA NA
"958" NA "txn:74001" "Hormotoma columna" "3" NA NA NA NA
"959" NA "txn:74012" "Hormotoma perlonga" "3" NA NA NA NA
"960" NA "txn:74017" "Hormotoma sana" "3" NA NA NA NA
"961" NA "txn:74037" "Gamizyga (Hyphantozyga) fusiformaa" "3" NA NA NA NA
"962" NA "txn:74070" "Jellia elliptica" "3" NA NA NA NA
"963" NA "txn:74241" "Lophospira sexcarinata" "3" NA NA NA NA
"964" NA "txn:74265" "Lophospira viator" "3" NA NA NA NA
"965" NA "txn:74266" "Lophospira vostokovae" "3" NA NA NA NA
"966" NA "txn:74297" "Loxonema costata" "3" NA NA NA NA
"967" NA "txn:74391" "Loxonema subtilistriatum" "3" NA NA NA NA
"968" NA "txn:74514" "Macrochilina welleri" "3" NA NA NA NA
"969" NA "txn:74565" "Metoptoma cordatus" "3" NA NA NA NA
"970" NA "txn:74613" "Morphotropis ater" "3" NA NA NA NA
"971" NA "txn:74617" "Morphotropis kokeni" "3" NA NA NA NA
"972" NA "txn:74618" "Morphotropis lituites" "3" NA NA NA NA
"973" NA "txn:74619" "Morphotropis monticola" "3" NA NA NA NA
"974" NA "txn:74622" "Morphotropis solutus" "3" NA NA NA NA
"975" NA "txn:74626" "Mourlonia convolvens" "3" NA NA NA NA
"976" NA "txn:74628" "Mourlonia egens" "3" NA NA NA NA
"977" NA "txn:74629" "Mourlonia gryphoides" "3" NA NA NA NA
"978" NA "txn:74631" "Mourlonia lipara" "3" NA NA NA NA
"979" NA "txn:74638" "Mourlonia retusa" "3" NA NA NA NA
"980" NA "txn:74718" "Murchisonia fermioni" "3" NA NA NA NA
"981" NA "txn:74725" "Murchisonia gouldi" "3" NA NA NA NA
"982" NA "txn:74847" "Natica nana" "3" NA NA NA NA
"983" NA "txn:74898" "Naticopsis rotundatum" "3" NA NA NA NA
"984" NA "txn:74924" "Nerita speciosum" "3" NA NA NA NA
"985" NA "txn:74943" "Oehlertia attava" "3" NA NA NA NA
"986" NA "txn:74946" "Oehlertia humillima" "3" NA NA NA NA
"987" NA "txn:74948" "Oehlertia quadrata" "3" NA NA NA NA
"988" NA "txn:74963" "Omphalotrochus clarkei" "3" NA NA NA NA
"989" NA "txn:74996" "Oriostoma cannignense" "3" NA NA NA NA
"990" NA "txn:75002" "Oriostoma incarinata" "3" NA NA NA NA
"991" NA "txn:75037" "Orthonychia obliquesulata" "3" NA NA NA NA
"992" NA "txn:75055" "Oxydiscus incola" "3" NA NA NA NA
"993" NA "txn:75159" "Phanerotrema gyrans" "3" NA NA NA NA
"994" NA "txn:75236" "Platyceras costata" "3" NA NA NA NA
"995" NA "txn:75240" "Platyceras daschi" "3" NA NA NA NA
"996" NA "txn:75272" "Platyceras minutissima" "3" NA NA NA NA
"997" NA "txn:75309" "Platyceras wisconsinensis" "3" NA NA NA NA
"998" NA "txn:75311" "Platyconus confusus" "3" NA NA NA NA
"999" NA "txn:75312" "Platyconus incumbens" "3" NA NA NA NA
"1000" NA "txn:75349" "Plethospira ulrichi" "3" NA NA NA NA
"1001" NA "txn:75350" "Pleuroderma aratula" "3" NA NA NA NA
"1002" NA "txn:75357" "Pleurorhynchus artifex" "3" NA NA NA NA
"1003" NA "txn:75369" "Pleurorima aptychia" "3" NA NA NA NA
"1004" NA "txn:75373" "Pleurorima migrans leptoconcha" "2" NA NA NA NA
"1005" NA "txn:75381" "Pleurotomaria aequicrescens" "3" NA NA NA NA
"1006" NA "txn:75388" "Pleurotomaria alimillano" "3" NA NA NA NA
"1007" NA "txn:75441" "Pleurotomaria concavus" "3" NA NA NA NA
"1008" NA "txn:75452" "Pleurotomaria cycylostoma" "3" NA NA NA NA
"1009" NA "txn:75454" "Pleurotomaria declivis" "3" NA NA NA NA
"1010" NA "txn:75508" "Pleurotomaria helicinia" "3" NA NA NA NA
"1011" NA "txn:75652" "Pleurotomaria tenuimarginatus" "3" NA NA NA NA
"1012" NA "txn:75726" "Polyphemopsis littonana" "3" NA NA NA NA
"1013" NA "txn:75838" "Pseudozygopleura inornata" "3" NA NA NA NA
"1014" NA "txn:75842" "Pseudozygopleura leveneae" "3" NA NA NA NA
"1015" NA "txn:75848" "Pseudozygopleura pinquicula" "3" NA NA NA NA
"1016" NA "txn:75854" "Pseudozygopleura recticostata" "3" NA NA NA NA
"1017" NA "txn:75943" "Raphistoma lorenzi" "3" NA NA NA NA
"1018" NA "txn:76019" "Ruedemannia centervillensis" "3" NA NA NA NA
"1019" NA "txn:76038" "Salpingostoma granulosa" "3" NA NA NA NA
"1020" NA "txn:76047" "Salpingostoma nobile" "3" NA NA NA NA
"1021" NA "txn:76086" "Schizostomica costata" "3" NA NA NA NA
"1022" NA "txn:76105" "Serpularia centrifugus" "3" NA NA NA NA
"1023" NA "txn:76137" "Sinuites strangulatus" "3" NA NA NA NA
"1024" NA "txn:76167" "Sphaerocyclus altemontanus" "3" NA NA NA NA
"1025" NA "txn:76199" "Stegocoelia bononi" "3" NA NA NA NA
"1026" NA "txn:76240" "Straparollus exiguus" "3" NA NA NA NA
"1027" NA "txn:76270" "Straparolus grabinensis" "3" NA NA NA NA
"1028" NA "txn:76284" "Strophostylus eberti" "3" NA NA NA NA
"1029" NA "txn:76297" "Stylifer primigenius" "3" NA NA NA NA
"1030" NA "txn:76302" "Stylonema libens" "3" NA NA NA NA
"1031" NA "txn:76457" "Trepospira chesterensis" "3" NA NA NA NA
"1032" NA "txn:76529" "Trochus harpa" "3" NA NA NA NA
"1033" NA "txn:76541" "Trochus prosper" "3" NA NA NA NA
"1034" NA "txn:76660" "Turritella trochleatum" "3" NA NA NA NA
"1035" NA "txn:76661" "Turritoma allevata" "3" NA NA NA NA
"1036" NA "txn:76695" "Wanwanwoidea trigonalis" "3" NA NA NA NA
"1037" NA "txn:76728" "Worthenia teretiuscula" "3" NA NA NA NA
"1038" NA "txn:76791" "Conchyliolithus" "5" NA NA NA NA
"1039" NA "txn:76820" "Turritella moniliniformis" "3" NA NA NA NA
"1040" NA "txn:76840" "Stylonema domestica" "3" NA NA NA NA
"1041" NA "txn:76855" "Trepospira inflata" "3" NA NA NA NA
"1042" NA "txn:76861" "Polyphemopsis planilateralis" "3" NA NA NA NA
"1043" NA "txn:76885" "Bucaniella hapsideus" "3" NA NA NA NA
"1044" NA "txn:76900" "Euryzone euomphaloides" "3" NA NA NA NA
"1045" NA "txn:76912" "Isospira reticulatus" "3" NA NA NA NA
"1046" NA "txn:77017" "Eunema salteri" "3" NA NA NA NA
"1047" NA "txn:77050" "Cryptaulus" "5" NA NA NA NA
"1048" NA "txn:77052" "Foersteria" "5" NA NA NA NA
"1049" NA "txn:77144" "Goniostropha tatei" "3" NA NA NA NA
"1050" NA "txn:77155" "Orthonychia equilaterum" "3" NA NA NA NA
"1051" NA "txn:77156" "Platyceras equilateralis" "3" NA NA NA NA
"1052" NA "txn:77174" "Euphemus d'orbignii" "3" NA NA NA NA
"1053" NA "txn:77180" "Retispira keynianus" "3" NA NA NA NA
"1054" NA "txn:77198" "Ampullacera" "5" NA NA NA NA
"1055" NA "txn:77227" "Glabrocingulum amotapensis" "3" NA NA NA NA
"1056" NA "txn:77259" "Neilsonia kempseyensis" "3" NA NA NA NA
"1057" NA "txn:77280" "Cymatospira textiliformis" "3" NA NA NA NA
"1058" NA "txn:77342" "Trilobophorous afarensis" "3" NA NA NA NA
"1059" NA "txn:77356" "Euomphalus asanoi" "3" NA NA NA NA
"1060" NA "txn:77357" "Melania rugifera" "3" NA NA NA NA
"1061" NA "txn:77361" "Stephanozyga nishimurai" "3" NA NA NA NA
"1062" NA "txn:77408" "Aphelakardia alternistriatus" "3" NA NA NA NA
"1063" NA "txn:77434" "Macrocheilus typicus" "3" NA NA NA NA
"1064" NA "txn:77437" "Conocardium cuneum attenuatum" "2" NA NA NA NA
"1065" NA "txn:77438" "Conocardium cuneus nasutum" "2" NA NA NA NA
"1066" NA "txn:77458" "Bucaniopsis carinatus reedi" "2" NA NA NA NA
"1067" NA "txn:77464" "Murchisonia floryi" "3" NA NA NA NA
"1068" NA "txn:77468" "Loxonema cingulata" "3" NA NA NA NA
"1069" NA "txn:77480" "Securiconus jacutica" "3" NA NA NA NA
"1070" NA "txn:77496" "Sinuitopsis neglecta neglecta" "2" NA NA NA NA
"1071" NA "txn:77511" "Buccinum arculatum torsum" "2" NA NA NA NA
"1072" NA "txn:77517" "Teiichispira imperfecta" "3" NA NA NA NA
"1073" NA "txn:77518" "Euconia macroconica" "3" NA NA NA NA
"1074" NA "txn:77564" "Murchisonia nana" "3" NA NA NA NA
"1075" NA "txn:77579" "Porcellia primordialis" "3" NA NA NA NA
"1076" NA "txn:77628" "Tropidodiscus calcifer" "3" NA NA NA NA
"1077" NA "txn:77665" "Tremanotus dilatatus girvanensis" "2" NA NA NA NA
"1078" NA "txn:77800" "Securiconus flexa" "3" NA NA NA NA
"1079" NA "txn:77812" "Pojetaconcha chapronieri" "3" NA NA NA NA
"1080" NA "txn:77836" "Bucanopsis exilis" "3" NA NA NA NA
"1081" NA "txn:77853" "Bellerophon pelops variety" "2" NA NA NA NA
"1082" NA "txn:77876" "Bucanella lamellosa" "3" NA NA NA NA
"1083" NA "txn:77886" "Kokenospira rudicostata" "3" NA NA NA NA
"1084" NA "txn:77908" "Macrochilina rectineum" "3" NA NA NA NA
"1085" NA "txn:77919" "Palaeoscurria humilis" "3" NA NA NA NA
"1086" NA "txn:77928" "Orthonychia acutirostris" "3" NA NA NA NA
"1087" NA "txn:77945" "Platyceras tylotus" "3" NA NA NA NA
"1088" NA "txn:77954" "Arceodomus irregulare" "3" NA NA NA NA
"1089" NA "txn:77961" "Conocardium villmarense plana" "2" NA NA NA NA
"1090" NA "txn:78012" "Coelocaulus neglectus major" "2" NA NA NA NA
"1091" NA "txn:78013" "Paupospira rodneyi" "3" NA NA NA NA
"1092" NA "txn:78014" "Stenoloronoron fasciata" "3" NA NA NA NA
"1093" NA "txn:78018" "Pojetaconcha antiquatua" "3" NA NA NA NA
"1094" NA "txn:78026" "Arceodomus catastomum" "3" NA NA NA NA
"1095" NA "txn:78028" "Hippocardia confusum" "3" NA NA NA NA
"1096" NA "txn:78036" "Hippocardia eifeliense" "3" NA NA NA NA
"1097" NA "txn:78037" "Pojetaconcha elegantulum" "3" NA NA NA NA
"1098" NA "txn:78039" "Hippocardia gowandense" "3" NA NA NA NA
"1099" NA "txn:78045" "Pojetaconcha isbergi" "3" NA NA NA NA
"1100" NA "txn:78074" "Redstonia richmondensis" "3" NA NA NA NA
"1101" NA "txn:78076" "Arceodomus sayrei" "3" NA NA NA NA
"1102" NA "txn:78109" "Cyclonemina cancellatum" "3" NA NA NA NA
"1103" NA "txn:78112" "Eotomaria communis" "3" NA NA NA NA
"1104" NA "txn:78134" "Cyclonema obsoleta obsolescens" "2" NA NA NA NA
"1105" NA "txn:78183" "Yochelsonia decorus" "3" NA NA NA NA
"1106" NA "txn:78277" "Asgardaspira mullockensis" "3" NA NA NA NA
"1107" NA "txn:78287" "Eccyliopterus princeps robusta" "2" NA NA NA NA
"1108" NA "txn:78295" "Murchisonia ecclesiae" "3" NA NA NA NA
"1109" NA "txn:78297" "Murchisonia laudabilis" "3" NA NA NA NA
"1110" NA "txn:78298" "Stegocoelia marylandica" "3" NA NA NA NA
"1111" NA "txn:78302" "Stenoloronoron areyi" "3" NA NA NA NA
"1112" NA "txn:78324" "Daidia cerithioides cerithioides" "2" NA NA NA NA
"1113" NA "txn:78325" "Globonema clathratulum" "3" NA NA NA NA
"1114" NA "txn:78327" "Eunema filicostata" "3" NA NA NA NA
"1115" NA "txn:78368" "Straparollus cyclostomus portlandensis" "2" NA NA NA NA
"1116" NA "txn:78369" "Straparollus cyclostomus" "3" NA NA NA NA
"1117" NA "txn:78383" "Ecculiomphalus laxus" "3" NA NA NA NA
"1118" NA "txn:78417" "Serpulospira serpula morphotype a" "3" NA NA NA NA
"1119" NA "txn:78418" "Serpulospira serpula morphotype b" "3" NA NA NA NA
"1120" NA "txn:78426" "Straparollus subtrigonalis" "3" NA NA NA NA
"1121" NA "txn:78455" "Donaldospira gradussiformis" "3" NA NA NA NA
"1122" NA "txn:78456" "Orthonychia conoideum" "3" NA NA NA NA
"1123" NA "txn:78475" "Bucanella silurica" "3" NA NA NA NA
"1124" NA "txn:78492" "Globonema filosum" "3" NA NA NA NA
"1125" NA "txn:78503" "Cyclonema vulgaris" "3" NA NA NA NA
"1126" NA "txn:78541" "Rotella heliciformevar sulcata" "2" NA NA NA NA
"1127" NA "txn:78555" "Macrochilina beushauseni" "3" NA NA NA NA
"1128" NA "txn:78572" "Macrochilina macrostoma" "3" NA NA NA NA
"1129" NA "txn:78605" "Loxonema tenuisulcata" "3" NA NA NA NA
"1130" NA "txn:78610" "Murchisonia amii" "3" NA NA NA NA
"1131" NA "txn:78614" "Murchisonia lebescontei alpina" "2" NA NA NA NA
"1132" NA "txn:78651" "Eccyliopterus spirallum" "3" NA NA NA NA
"1133" NA "txn:78652" "Lecanospira zonata" "3" NA NA NA NA
"1134" NA "txn:78659" "Holopea antiqua pervetusta" "2" NA NA NA NA
"1135" NA "txn:78687" "Loxosonia horrmotoma" "3" NA NA NA NA
"1136" NA "txn:78688" "Loxosonia zygopleurides" "3" NA NA NA NA
"1137" NA "txn:78742" "Macrochilina paludinoides" "3" NA NA NA NA
"1138" NA "txn:78743" "Pseudozygopleura peoriense" "3" NA NA NA NA
"1139" NA "txn:78764" "Palaeozygopleura spiraglobosum" "3" NA NA NA NA
"1140" NA "txn:78822" "Macrochilina altonensis" "3" NA NA NA NA
"1141" NA "txn:78824" "Macrochilina dunkeri" "3" NA NA NA NA
"1142" NA "txn:78832" "Macrochilina priscus" "3" NA NA NA NA
"1143" NA "txn:78836" "Strobeus subcorpulentus" "3" NA NA NA NA
"1144" NA "txn:78841" "Macrochilina fenestratum" "3" NA NA NA NA
"1145" NA "txn:78856" "Loxonema acuminata" "3" NA NA NA NA
"1146" NA "txn:78875" "Archinacella instabilis incurva" "2" NA NA NA NA
"1147" NA "txn:78919" "Trepospira stellaeformis" "3" NA NA NA NA
"1148" NA "txn:78921" "Stenoloronoron subaequilatera" "3" NA NA NA NA
"1149" NA "txn:78922" "Stenoloronoron subaequitera" "3" NA NA NA NA
"1150" NA "txn:78923" "Stenoloronoron subglobosa" "3" NA NA NA NA
"1151" NA "txn:78936" "Murchisonia angulata a" "2" NA NA NA NA
"1152" NA "txn:78979" "Murchisonia coronata a" "2" NA NA NA NA
"1153" NA "txn:79000" "Hormotoma fugitiva" "3" NA NA NA NA
"1154" NA "txn:79042" "Straparollina mohawkensis" "3" NA NA NA NA
"1155" NA "txn:79072" "Wuxuanella spinosa spinosa" "2" NA NA NA NA
"1156" NA "txn:79184" "Lesuerella primum" "3" NA NA NA NA
"1157" NA "txn:79191" "Dictyomaria quadrilineata" "3" NA NA NA NA
"1158" NA "txn:79196" "Stenoloronoron angulifer" "3" NA NA NA NA
"1159" NA "txn:79198" "Malayaspira cannignense" "3" NA NA NA NA
"1160" NA "txn:79199" "Globonema clarki" "3" NA NA NA NA
"1161" NA "txn:79238" "Straparollus discreta" "3" NA NA NA NA
"1162" NA "txn:79255" "Patelliconus primula" "3" NA NA NA NA
"1163" NA "txn:79269" "Patellilabia laevigatum" "3" NA NA NA NA
"1164" NA "txn:79272" "Dictyotomaria brazerianum" "3" NA NA NA NA
"1165" NA "txn:79295" "Diaphorostoma cornutum arisaigensis" "2" NA NA NA NA
"1166" NA "txn:79304" "Platyceras barlettense" "3" NA NA NA NA
"1167" NA "txn:79311" "Archinacella depressum" "3" NA NA NA NA
"1168" NA "txn:79335" "Archinacella wisconsinensis" "3" NA NA NA NA
"1169" NA "txn:79375" "Conocardium fusiformis" "3" NA NA NA NA
"1170" NA "txn:79404" "Gyroma aspera" "3" NA NA NA NA
"1171" NA "txn:79406" "Pleurorima axion" "3" NA NA NA NA
"1172" NA "txn:79415" "Stenoloronoron biformis" "3" NA NA NA NA
"1173" NA "txn:79418" "Cyclonema bilix lata" "2" NA NA NA NA
"1174" NA "txn:79437" "Pleurotomaria capillaria mut cognata" "3" NA NA NA NA
"1175" NA "txn:79455" "Glyptomariakillthis ciliata" "3" NA NA NA NA
"1176" NA "txn:79474" "Stenoloron cryptata" "3" NA NA NA NA
"1177" NA "txn:79476" "Bembexia cytherea" "3" NA NA NA NA
"1178" NA "txn:79498" "Stenoloronoron durhamensis" "3" NA NA NA NA
"1179" NA "txn:79520" "Straparollina floridensis" "3" NA NA NA NA
"1180" NA "txn:79523" "Glyptomariakillthis genundewa" "3" NA NA NA NA
"1181" NA "txn:79542" "Borestus hamlingii" "3" NA NA NA NA
"1182" NA "txn:79572" "Glabrocingulum impendens" "3" NA NA NA NA
"1183" NA "txn:79604" "Oehlertia lenticularis" "3" NA NA NA NA
"1184" NA "txn:79607" "Stenoloronoron linnarssoni" "3" NA NA NA NA
"1185" NA "txn:79645" "Gosseletina obesa" "3" NA NA NA NA
"1186" NA "txn:79659" "Hecatastoma plena" "3" NA NA NA NA
"1187" NA "txn:79667" "Stenoloronoron putillus" "3" NA NA NA NA
"1188" NA "txn:79680" "Latitaenia rotelloides" "3" NA NA NA NA
"1189" NA "txn:79686" "Dictyomaria scitula" "3" NA NA NA NA
"1190" NA "txn:79716" "Mourlonia suburbana" "3" NA NA NA NA
"1191" NA "txn:79718" "Pleurotomaria sulcomarginata leclercqi" "2" NA NA NA NA
"1192" NA "txn:79722" "Stenoloronoron swallovana" "3" NA NA NA NA
"1193" NA "txn:79744" "Euryzone tuboides" "3" NA NA NA NA
"1194" NA "txn:79765" "Euryzone victrix" "3" NA NA NA NA
"1195" NA "txn:79769" "Stenoloronoron voluta" "3" NA NA NA NA
"1196" NA "txn:79776" "Hypseloconus conoideus" "3" NA NA NA NA
"1197" NA "txn:79868" "Pseudozygopleura cylindrata" "3" NA NA NA NA
"1198" NA "txn:79873" "Pseudozygopleura nigra" "3" NA NA NA NA
"1199" NA "txn:79882" "Pararaphistoma bipatellera" "3" NA NA NA NA
"1200" NA "txn:79948" "Pterotheca tripleura" "3" NA NA NA NA
"1201" NA "txn:79980" "Cyrtolites kochiriensis" "3" NA NA NA NA
"1202" NA "txn:79988" "Bellerophon angustomphalus" "3" NA NA NA NA
"1203" NA "txn:79999" "Stenoloronoron bohemica" "3" NA NA NA NA
"1204" NA "txn:80000" "Stenoloronoron sulcatula" "3" NA NA NA NA
"1205" NA "txn:80016" "Straparollus obtusa" "3" NA NA NA NA
"1206" NA "txn:80023" "Euryzone coluber alpina" "2" NA NA NA NA
"1207" NA "txn:80039" "Straparollina parva" "3" NA NA NA NA
"1208" NA "txn:80049" "Straparollus grabinensis" "3" NA NA NA NA
"1209" NA "txn:80063" "Ianthinopsis primigenius" "3" NA NA NA NA
"1210" NA "txn:80064" "Soleniscus primigenius" "3" NA NA NA NA
"1211" NA "txn:80127" "Globonema hesione" "3" NA NA NA NA
"1212" NA "txn:80135" "Gyronema pauperum" "3" NA NA NA NA
"1213" NA "txn:80136" "Nodonema pauperum" "3" NA NA NA NA
"1214" NA "txn:80138" "Nodonema peregrinum" "3" NA NA NA NA
"1215" NA "txn:80146" "Stenoloronoron pollens" "3" NA NA NA NA
"1216" NA "txn:80151" "Platyceras canaliculatum" "3" NA NA NA NA
"1217" NA "txn:80192" "Siluriphorus vilis" "3" NA NA NA NA
"1218" NA "txn:80197" "Coelocyclus telescopus" "3" NA NA NA NA
"1219" NA "txn:80202" "Joleaudella maximus" "3" NA NA NA NA
"1220" NA "txn:80203" "Tropidodiscus praegensis" "3" NA NA NA NA
"1221" NA "txn:80228" "Polytropis armata" "3" NA NA NA NA
"1222" NA "txn:80241" "Cyclonema crebristria rugatum" "2" NA NA NA NA
"1223" NA "txn:80256" "Macrochilina neglectus" "3" NA NA NA NA
"1224" NA "txn:80261" "Kitikamispira octavia" "3" NA NA NA NA
"1225" NA "txn:80266" "Baylea pengellii" "3" NA NA NA NA
"1226" NA "txn:80303" "Coelocaulus cingulata" "3" NA NA NA NA
"1227" NA "txn:80325" "Ptychozone aberrans" "3" NA NA NA NA
"1228" NA "txn:80330" "Glabrocingulum beedi" "3" NA NA NA NA
"1229" NA "txn:80333" "Coronilla cognata" "3" NA NA NA NA
"1230" NA "txn:80364" "Palaeozygopleura alinae alinae" "2" NA NA NA NA
"1231" NA "txn:80369" "Palaeozygopleura longnorensis" "3" NA NA NA NA
"1232" NA "txn:80377" "Murchisonia intermedia a" "2" NA NA NA NA
"1233" NA "txn:80378" "Murchisonia intermedia b" "2" NA NA NA NA
"1234" NA "txn:80380" "Plocezyga cancellata" "3" NA NA NA NA
"1235" NA "txn:80403" "Trachydomia praecursor rockforensis" "2" NA NA NA NA
"1236" NA "txn:80404" "Morphotropis helcinium" "3" NA NA NA NA
"1237" NA "txn:80405" "Morphotropis helcina" "3" NA NA NA NA
"1238" NA "txn:80436" "Glabrocingulum inflata" "3" NA NA NA NA
"1239" NA "txn:80452" "Macrochilina hebe" "3" NA NA NA NA
"1240" NA "txn:80496" "Mellopegma nana" "3" NA NA NA NA
"1241" NA "txn:80498" "Securiconus bella" "3" NA NA NA NA
"1242" NA "txn:80523" "Oxydiscus venatus" "3" NA NA NA NA
"1243" NA "txn:80525" "Vorticina venata" "3" NA NA NA NA
"1244" NA "txn:80639" "Planospirina ampliata" "3" NA NA NA NA
"1245" NA "txn:80699" "Bucanopsis similis" "3" NA NA NA NA
"1246" NA "txn:80736" "Hemizyga bilineata" "3" NA NA NA NA
"1247" NA "txn:80908" "Megadactylus" "5" NA NA NA NA
"1248" NA "txn:80938" "Orthonychia piso" "3" NA NA NA NA
"1249" NA "txn:80971" "Globozyga gandyensis" "3" NA NA NA NA
"1250" NA "txn:80995" "Ulugkemia" "5" NA NA NA NA
"1251" NA "txn:81116" "Presbyorniformipes" "5" NA NA NA NA
"1252" NA "txn:81374" "Stereocephalus" "5" NA NA NA NA
"1253" NA "txn:81639" "Cupulaster" "5" NA NA NA NA
"1254" NA "txn:81640" "Rumanaster" "5" NA NA NA NA
"1255" NA "txn:81648" "Palmasterias" "5" NA NA NA NA
"1256" NA "txn:81663" "Coelaster" "5" NA NA NA NA
"1257" NA "txn:81741" "Muensteroceratoidea" "10" NA NA NA NA
"1258" NA "txn:81754" "Dichocoeniiae" "8" NA NA NA NA
"1259" NA "txn:81810" "Lophospira (Donaldiella)" "4" NA NA NA NA
"1260" NA "txn:81852" "Palaecoma escheri" "3" NA NA NA NA
"1261" NA "txn:82083" "Hexaserpula" "5" NA NA NA NA
"1262" NA "txn:82241" "Pulvinulina" "5" NA NA NA NA
"1263" NA "txn:82302" "Argopecten eboreus solarioides" "2" NA NA NA NA
"1264" NA "txn:82420" "Aviculopecten squamiferus" "3" NA NA NA NA
"1265" NA "txn:82421" "Squamuliferipecten squamiferus" "3" NA NA NA NA
"1266" NA "txn:82519" "Acmarhachis acutus" "3" NA NA NA NA
"1267" NA "txn:82642" "Chesapecten jeffersonius jeffersonius" "2" NA NA NA NA
"1268" NA "txn:82695" "Placunomia" "5" NA NA NA NA
"1269" NA "txn:82808" "Hyanassa" "5" NA NA NA NA
"1270" NA "txn:83008" "Campylodon" "5" NA NA NA NA
"1271" NA "txn:83205" "Calcimicrobes" "26" NA NA NA NA
"1272" NA "txn:83232" "Stomodon" "5" NA NA NA NA
"1273" NA "txn:83402" "Catarractes" "5" NA NA NA NA
"1274" NA "txn:83505" "Orthagoriscus" "5" NA NA NA NA
"1275" NA "txn:83683" "Hanskerpella" "5" NA NA NA NA
"1276" NA "txn:83684" "Ponsinella" "5" NA NA NA NA
"1277" NA "txn:83685" "Baltzerella" "5" NA NA NA NA
"1278" NA "txn:83702" "Mytilacea" "10" NA NA NA NA
"1279" NA "txn:83742" "Pleurorhynchus dipterus" "3" NA NA NA NA
"1280" NA "txn:83759" "Hippocardia hibernicus" "3" NA NA NA NA
"1281" NA "txn:83772" "Chlamys (Chlamys) asperrimus" "3" NA NA NA NA
"1282" NA "txn:83876" "Clinolithes" "5" NA NA NA NA
"1283" NA "txn:83890" "Entobia" "5" NA NA NA NA
"1284" NA "txn:83891" "Favreina" "5" NA NA NA NA
"1285" NA "txn:83918" "Spiroraphe" "5" NA NA NA NA
"1286" NA "txn:83930" "Psilonichnus" "5" NA NA NA NA
"1287" NA "txn:83932" "Schaubcylindrichnus" "5" NA NA NA NA
"1288" NA "txn:83941" "Wanwania trigonalis" "3" NA NA NA NA
"1289" NA "txn:84087" "Sannalyria" "5" NA NA NA NA
"1290" NA "txn:84120" "Struthiolaria scutulatum" "3" NA NA NA NA
"1291" NA "txn:84183" "Platyloron bischoffi" "3" NA NA NA NA
"1292" NA "txn:84245" "Lamellitubus" "5" NA NA NA NA
"1293" NA "txn:84489" "Hipasteria tuberculata" "3" NA NA NA NA
"1294" NA "txn:84498" "Pleurocoelus suffossus" "3" NA NA NA NA
"1295" NA "txn:84516" "Loxoplocus perangulata" "3" NA NA NA NA
"1296" NA "txn:84610" "Kitikamispira armata" "3" NA NA NA NA
"1297" NA "txn:84635" "Cyrptograptus" "5" NA NA NA NA
"1298" NA "txn:84712" "Suttonium" "5" NA NA NA NA
"1299" NA "txn:84868" "Segnosauripodidae" "9" NA NA NA NA
"1300" NA "txn:84874" "Juglandiphyllites" "5" NA NA NA NA
"1301" NA "txn:84921" "Straparollus (Dummy) steltenbergensis" "3" NA NA NA NA
"1302" NA "txn:84942" "Spirifera" "5" NA NA NA NA
"1303" NA "txn:84950" "Stolleyiceras" "5" NA NA NA NA
"1304" NA "txn:84963" "Bonarelliceras" "5" NA NA NA NA
"1305" NA "txn:85456" "Naticopsis buttsi" "3" NA NA NA NA
"1306" NA "txn:85484" "Battus" "5" NA NA NA NA
"1307" NA "txn:85489" "Mesagnostus" "5" NA NA NA NA
"1308" NA "txn:85610" "Truncacila castrensis" "3" NA NA NA NA
"1309" NA "txn:85689" "Ledaspina" "5" NA NA NA NA
"1310" NA "txn:85694" "Microcucullaea" "5" NA NA NA NA
"1311" NA "txn:85813" "Ichnites" "5" NA NA NA NA
"1312" NA "txn:85932" "Poriferitubus" "5" NA NA NA NA
"1313" NA "txn:85938" "Panormidella" "5" NA NA NA NA
"1314" NA "txn:85939" "Palaeopora" "5" NA NA NA NA
"1315" NA "txn:85966" "Actinotubella" "5" NA NA NA NA
"1316" NA "txn:85970" "Stuoraxiss" "5" NA NA NA NA
"1317" NA "txn:86111" "Microyoldia" "5" NA NA NA NA
"1318" NA "txn:86165" "Spongopyramis" "5" NA NA NA NA
"1319" NA "txn:86317" "Scapha" "5" NA NA NA NA
"1320" NA "txn:86416" "Homalopom (Argalista) proimpervia" "3" NA NA NA NA
"1321" NA "txn:86606" "Nemodermus" "5" NA NA NA NA
"1322" NA "txn:86698" "Punctaptychus" "5" NA NA NA NA
"1323" NA "txn:86707" "Halibutherium" "5" NA NA NA NA
"1324" NA "txn:86708" "Pygmaeodon" "5" NA NA NA NA
"1325" NA "txn:86790" "Alanities" "5" NA NA NA NA
"1326" NA "txn:86982" "Heraclitites" "5" NA NA NA NA
"1327" NA "txn:86987" "Indigrites" "5" NA NA NA NA
"1328" NA "txn:86998" "Leophyllites" "5" NA NA NA NA
"1329" NA "txn:86999" "Histophorus" "5" NA NA NA NA
